Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
0,65,18,7,9,120000,1,4,1,19.7,796,46.3,5,120000
1,34,8,54,5,20000,1,4,1,18.9,1197,82.0,5,550000
2,40,8,118,11,60000,1,4,1,17.0,1197,80.0,5,215000
3,65,18,7,9,37000,1,4,1,20.92,998,67.1,5,226000
4,20,6,38,6,30000,0,1,1,22.77,1498,98.59,5,570000
5,79,18,100,8,35000,1,4,1,18.9,998,67.1,5,350000
6,39,8,117,8,40000,0,4,1,20.36,1197,78.9,5,315000
7,79,18,100,3,17512,0,4,1,20.51,998,67.04,5,410000
8,37,8,96,2,20000,1,4,0,18.15,998,118.35,5,1050000
12,76,18,88,4,28321,0,4,1,16.6,1197,85.0,5,511000
14,38,8,97,8,65278,0,1,1,22.32,1582,126.32,5,425000
15,96,25,32,5,50000,1,1,1,19.64,1461,108.45,5,750000
16,90,22,29,4,6000,0,4,0,14.41,1998,189.08,5,3250000
17,68,18,24,5,76000,0,1,1,28.09,1248,88.5,5,650000
18,76,18,88,5,20000,1,1,1,25.2,1248,74.0,5,627000
19,84,21,16,7,65000,0,1,0,19.27,2143,170.0,5,1425000
20,76,18,88,7,62200,0,1,1,28.4,1248,74.0,5,425000
21,113,29,60,8,110000,1,1,1,12.99,2494,100.6,8,605000
22,66,18,13,6,20000,1,4,1,21.4,1197,83.1,5,600000
23,77,18,89,5,40000,1,4,1,20.85,1197,83.14,5,575000
25,116,30,95,8,47000,0,4,1,16.09,1598,103.2,5,425000
26,65,18,7,8,25000,0,4,1,20.92,998,67.1,5,230000
27,32,8,30,2,15000,1,1,1,19.67,1582,126.2,5,1225000
29,27,7,25,6,50000,1,4,1,17.4,1497,117.3,5,750000
30,57,17,14,10,25000,1,1,1,13.6,2523,63.0,7,350000
31,77,18,89,6,90000,1,1,1,26.59,1248,74.0,5,600000
32,77,18,89,8,45000,0,1,1,26.59,1248,74.0,5,390000
33,27,7,25,14,77253,0,4,1,17.7,1497,78.0,5,145000
34,40,8,118,3,25000,1,4,1,17.19,1197,81.86,5,700000
35,111,29,45,8,110000,1,1,1,13.0,2982,168.5,7,1150000
36,97,25,64,4,30000,1,4,1,23.01,999,67.0,5,340000
37,24,7,10,5,39993,0,4,1,18.6,1199,88.76,5,465000
38,35,8,84,12,80000,1,4,1,17.92,1086,62.1,5,125000
39,64,17,114,9,185000,1,1,1,15.1,2179,140.0,7,600000
40,77,18,89,8,90000,1,1,1,23.4,1248,74.0,5,380000
44,40,8,118,3,15000,1,1,1,22.54,1396,88.73,5,850000
45,40,8,118,3,40000,1,4,1,18.6,1197,81.83,5,598000
46,27,7,25,6,31180,0,4,0,18.0,1497,117.3,5,700000
50,77,18,89,7,56000,0,1,1,23.4,1248,74.0,5,410000
53,66,18,13,5,52427,0,4,0,21.4,1197,83.1,5,590000
54,57,17,14,1,40000,1,1,1,21.0,1498,74.96,7,850000
56,59,17,63,3,17000,1,4,1,18.15,1198,82.0,5,550000
58,66,18,13,5,22000,0,4,1,15.4,1590,94.0,5,625000
59,77,18,89,5,54000,1,4,1,20.85,1197,83.14,5,600000
60,79,18,100,2,10000,1,4,1,20.51,998,67.04,5,445000
61,74,18,59,2,20000,1,4,1,20.89,1197,81.8,5,530000
63,79,18,100,3,53237,2,0,1,26.6,998,58.16,5,410000
64,15,3,78,3,27263,1,4,1,22.5,999,68.0,5,350000
66,38,8,97,7,110000,1,1,1,22.32,1582,126.3,5,520000
67,40,8,118,5,70000,1,1,1,22.54,1396,88.73,5,750000
68,77,18,89,4,70000,1,1,1,26.59,1248,74.0,5,560000
71,40,8,118,2,39000,0,4,1,18.6,1197,81.83,5,655000
72,35,8,84,14,56000,0,4,1,17.8,1086,63.0,5,125000
75,40,8,118,3,34000,1,4,1,18.6,1197,81.83,5,550000
76,61,17,85,4,50000,1,1,1,15.4,1997,120.0,7,1150000
77,116,30,95,9,77400,1,1,1,20.54,1598,103.6,5,500000
78,60,17,68,2,36000,1,1,1,17.3,1497,121.0,7,990000
79,38,8,97,8,47876,0,1,1,25.0,1493,113.42,5,551000
80,64,17,114,3,21500,1,1,0,15.1,2179,152.87,7,1650000
81,34,8,54,6,75000,0,1,1,24.0,1120,70.0,5,350000
82,19,6,11,4,58000,0,4,1,18.16,1196,86.8,5,500000
83,77,18,89,3,30000,1,4,1,21.21,1197,81.8,5,575000
84,34,8,54,3,50000,1,1,1,24.0,1186,73.97,5,545000
85,22,6,44,4,19093,2,4,1,18.16,1196,86.8,5,525000
86,24,7,10,7,50000,1,4,1,18.0,1198,86.7,5,400000
87,79,18,100,15,37000,0,4,1,14.0,1061,64.0,5,155000
89,77,18,89,5,47000,0,1,1,26.59,1248,74.0,5,545000
90,27,7,25,8,70000,1,4,1,16.8,1497,116.3,5,545000
91,97,25,64,5,25000,1,4,1,25.17,799,53.3,5,240000
92,78,18,98,3,26000,0,1,1,24.3,1248,88.5,5,725000
93,19,6,11,4,30000,1,4,1,18.16,1196,86.8,5,480000
94,40,8,118,8,15000,1,4,1,18.5,1197,82.9,5,375000
95,76,18,88,10,160000,1,1,1,17.8,1248,75.0,5,225000
96,108,28,91,4,32100,1,4,1,23.84,1199,84.0,5,400000
97,40,8,118,5,22000,0,4,1,18.5,1197,82.9,5,550000
98,61,17,85,5,44000,0,1,1,15.4,2179,120.0,7,1050000
99,115,30,73,5,78000,0,4,1,18.78,1198,74.0,5,450000
100,84,21,16,9,74352,0,4,0,11.74,1796,186.0,5,775000
101,79,18,100,7,37000,1,4,1,20.51,998,67.04,5,350000
102,27,7,25,7,69000,0,1,1,25.1,1498,98.6,5,550000
103,50,13,86,2,12120,1,4,1,16.8,1497,113.4,5,1080000
104,66,18,13,5,52000,0,4,1,21.01,1197,81.8,5,575000
105,113,29,60,5,120000,1,1,1,12.99,2494,100.6,8,950000
106,65,18,7,8,55000,1,4,1,22.74,796,47.3,5,230000
107,40,8,118,10,160000,1,1,1,21.9,1396,90.0,5,270000
109,22,6,44,10,40000,1,4,1,15.6,1196,70.0,5,130000
110,77,18,89,9,46000,0,4,1,19.1,1197,85.8,5,370000
111,66,18,13,4,25000,0,4,1,21.4,1197,83.1,5,570000
113,115,30,73,8,90000,0,1,1,22.07,1199,73.9,5,365000
114,40,8,118,9,49566,0,4,1,18.5,1197,82.85,5,280000
115,38,8,97,3,14000,0,1,0,22.0,1582,126.2,5,1250000
116,40,8,118,5,11000,0,4,1,18.6,1197,81.83,5,590000
117,67,18,23,3,5000,1,4,0,23.1,998,67.04,5,475000
118,20,6,38,4,55000,0,1,1,23.0,1498,98.96,5,685000
119,38,8,97,9,65000,0,1,0,19.08,1582,126.32,5,380000
120,97,25,64,3,22000,1,4,1,23.01,999,67.0,5,330000
121,66,18,13,3,7671,2,4,1,21.01,1197,81.8,5,650000
122,79,18,100,5,66000,1,4,1,20.51,998,67.04,5,325000
123,77,18,89,3,45156,0,4,0,21.21,1197,81.8,5,640000
124,37,8,96,2,25000,1,4,1,18.27,998,118.35,5,949000
126,38,8,97,6,120000,1,1,1,23.9,1582,126.2,5,660000
127,76,18,88,7,28000,0,4,1,16.1,1197,85.0,5,435000
128,40,8,118,8,55000,0,1,1,21.9,1396,88.76,5,385000
130,38,8,97,2,14000,0,1,0,22.0,1582,126.2,5,1250000
132,79,18,100,12,98780,0,4,1,18.9,998,67.1,5,155000
133,76,18,88,6,58000,0,1,1,25.2,1248,74.0,5,415000
134,65,18,7,10,30000,1,4,1,20.92,998,67.1,5,251000
135,61,17,85,5,46400,0,1,1,15.4,2179,120.0,7,1150000
136,39,8,117,7,32111,2,4,1,19.81,1086,68.05,5,310000
137,14,3,49,6,35000,1,4,1,19.44,1198,67.0,7,350000
138,61,17,85,4,30000,0,1,1,15.4,1997,120.0,7,1125000
139,5,1,1,5,63000,0,1,0,18.59,2993,261.49,5,2600000
141,14,3,49,3,10000,1,4,1,20.62,1198,67.0,7,480000
142,77,18,89,4,25000,1,1,0,28.4,1248,74.02,5,850000
143,32,8,30,4,102000,0,1,0,17.01,1582,126.2,5,1100000
144,76,18,88,3,35000,0,4,1,22.0,1197,81.8,5,575000
145,77,18,89,9,49948,0,4,1,17.5,1298,85.8,5,340000
147,20,6,38,3,55000,1,1,1,23.0,1498,98.96,5,925000
148,34,8,54,6,36000,0,4,1,18.9,1197,82.0,5,400000
150,27,7,25,5,49625,0,4,1,17.8,1497,117.3,5,725000
151,77,18,89,7,35000,1,1,1,23.4,1248,74.0,5,600000
152,61,17,85,8,95000,1,1,1,12.05,2179,120.0,8,550000
153,19,6,11,4,36000,0,1,1,25.83,1498,99.0,5,585000
154,79,18,100,2,50000,1,4,1,21.79,998,67.05,5,411000
155,77,18,89,6,26500,1,4,1,20.85,1197,83.14,5,450000
156,26,7,19,6,80000,0,4,0,13.7,1997,153.86,5,1290000
157,115,30,73,6,46000,0,4,1,16.47,1198,74.0,5,455000
158,34,8,54,2,9000,1,4,1,20.7,1197,81.86,5,710000
161,27,7,25,5,53000,0,4,1,16.8,1497,116.3,5,770000
164,21,6,41,3,11387,1,1,0,10.91,3198,197.0,7,2900000
165,24,7,10,3,50000,1,1,1,25.8,1498,98.6,5,720000
166,58,17,62,5,52000,0,1,1,25.32,1198,77.0,5,375000
168,14,3,49,6,35000,1,4,1,19.44,1198,67.0,7,400000
169,96,25,32,6,48000,1,1,1,19.87,1461,83.8,5,600000
170,29,7,61,3,18000,1,4,1,18.7,1199,88.7,5,600000
171,79,18,100,9,57413,1,3,1,14.4,998,61.7,5,270000
172,40,8,118,6,30000,1,4,1,18.6,1197,81.83,5,500000
173,38,8,97,6,55000,0,1,1,23.9,1582,126.2,5,650000
176,76,18,88,3,10000,1,4,0,21.21,1197,81.8,5,660000
178,4,1,0,5,68000,0,1,0,22.69,1995,190.0,5,2090000
180,50,13,86,1,8000,0,4,1,16.8,1497,113.4,5,1275000
182,76,18,88,6,65000,0,1,1,28.4,1248,74.0,5,495000
186,34,8,54,5,25000,1,4,1,18.9,1197,82.0,5,475000
189,68,18,24,6,70000,1,4,1,20.73,1373,91.1,5,530000
190,108,28,91,5,9500,1,4,1,23.84,1199,84.0,5,530000
191,38,8,97,6,9100,1,4,1,17.01,1591,121.3,5,650000
193,27,7,25,11,86000,0,4,1,17.0,1497,118.0,5,335000
195,0,0,4,8,78000,0,1,0,16.55,1968,147.51,5,1290000
196,22,6,44,10,60000,1,1,1,20.0,1399,68.0,5,300000
197,79,18,100,2,7883,2,4,0,21.5,1197,81.8,5,550000
198,77,18,89,8,50205,2,1,1,23.4,1248,74.0,5,390000
199,57,17,14,13,220000,1,1,1,13.6,2523,63.0,7,260000
200,109,28,92,4,58000,0,1,1,24.7,1047,69.0,5,395000
201,61,17,85,9,170000,1,1,1,12.05,2179,120.0,8,550000
202,77,18,89,3,15000,1,4,1,22.0,1197,81.8,5,650000
203,76,18,88,5,71245,0,1,1,28.4,1248,74.0,5,375000
207,50,13,86,2,7000,1,4,1,16.1,1353,138.0,5,1300000
208,65,18,7,3,20000,1,4,1,23.95,998,67.05,5,360000
209,67,18,23,1,8700,1,4,1,21.63,998,67.04,5,505000
210,65,18,7,2,25000,1,4,1,24.7,796,47.3,5,310000
211,40,8,118,6,42000,0,4,1,18.6,1197,81.86,5,545000
214,57,17,14,15,120000,1,1,1,13.6,2523,63.0,7,150000
215,66,18,13,3,50000,1,4,1,21.4,1197,83.1,5,580000
216,79,18,100,10,58000,1,4,1,18.9,998,67.1,5,250000
217,38,8,97,4,36000,1,4,1,17.43,1396,105.5,5,650000
220,73,18,42,3,30000,1,1,1,25.47,1248,88.5,7,410000
221,20,6,38,6,162828,0,1,1,22.77,1498,98.59,5,531000
222,20,6,38,3,7500,1,1,1,23.0,1498,98.96,5,890000
223,107,28,83,5,47227,0,1,1,14.0,2179,138.1,7,775000
224,79,18,100,3,52000,0,0,1,33.54,998,67.04,5,435000
225,22,6,44,9,74000,0,1,1,20.0,1399,68.05,5,185000
226,57,17,14,10,47000,0,1,1,15.96,2523,62.1,7,440000
227,40,8,118,6,50000,1,4,1,18.6,1197,81.83,5,450000
228,66,18,13,4,100000,1,4,1,21.4,1197,83.1,5,600000
229,67,18,23,7,35000,1,4,1,23.1,998,67.04,5,320000
230,40,8,118,5,50000,1,1,1,21.19,1396,88.73,5,700000
231,19,6,11,3,10000,1,4,1,18.16,1196,86.8,5,630000
232,65,18,7,5,10370,1,4,1,22.74,796,47.3,5,320000
233,27,7,25,8,62000,0,4,1,16.8,1497,116.3,5,465000
236,40,8,118,5,40000,1,4,1,18.6,1197,81.83,5,550000
237,76,18,88,4,60000,1,4,1,22.0,1197,81.8,5,445000
238,107,28,83,8,67231,0,1,1,14.0,2179,138.1,7,705000
239,79,18,100,8,64000,0,0,1,33.54,998,67.04,5,270000
241,27,7,25,7,63000,0,1,1,26.0,1498,98.6,5,475000
242,111,29,45,6,80000,1,1,1,12.55,2982,168.5,7,1755000
243,27,7,25,10,55000,0,4,1,16.9,1497,100.0,5,350000
244,40,8,118,5,11000,0,4,1,18.6,1197,81.83,5,575000
246,97,25,64,4,17000,1,4,1,23.01,999,67.0,5,360000
247,65,18,7,4,25000,1,4,1,24.7,796,47.3,5,275000
248,14,3,49,5,33350,1,4,1,19.44,1198,67.0,7,320000
250,34,8,54,6,62000,0,4,1,18.9,1197,82.0,5,370000
252,77,18,89,12,59000,1,4,1,17.5,1298,85.8,5,275000
254,27,7,25,7,86113,0,4,1,17.4,1497,117.3,5,550000
256,77,18,89,3,10000,1,1,1,28.4,1248,74.02,5,750000
258,79,18,100,6,92537,1,4,1,20.51,998,67.04,5,272000
259,68,18,24,2,27645,0,1,1,28.09,1248,88.5,5,951000
260,65,18,7,8,46242,1,4,1,20.92,998,67.1,5,280000
261,27,7,25,8,70000,1,4,1,16.8,1497,116.3,5,545000
262,97,25,64,1,6000,1,4,1,22.3,799,53.26,5,450000
263,40,8,118,4,64000,0,4,1,18.6,1197,81.83,5,480000
264,61,17,85,4,93000,0,1,1,15.4,1997,120.0,7,1060000
265,65,18,7,8,26200,0,4,1,22.74,796,47.3,5,235000
266,66,18,13,4,25000,1,4,1,21.4,1197,83.1,5,590000
269,111,29,45,3,50000,0,1,0,12.9,2755,174.5,7,2950000
270,35,8,84,13,80000,1,4,1,17.92,1086,62.1,5,110000
271,61,17,85,14,110000,1,1,1,13.5,2179,115.0,5,280000
272,0,0,4,5,55000,0,4,0,17.84,1395,147.51,5,1851000
273,27,7,25,3,25000,1,4,1,17.4,1497,117.3,5,750000
274,34,8,54,6,36000,0,4,1,18.9,1197,81.86,5,400000
275,77,18,89,6,40000,1,1,1,26.59,1248,74.0,5,530000
276,62,17,90,3,25000,1,1,1,16.55,2498,105.0,6,870000
277,97,25,64,3,30038,0,4,1,25.17,799,53.3,5,295000
278,108,28,91,4,53000,1,1,1,27.28,1047,69.0,5,370000
279,76,18,88,3,5000,1,4,1,21.21,1197,81.8,5,530000
281,97,25,64,4,35000,1,4,0,24.04,999,67.0,5,350000
282,20,6,38,8,62000,0,1,1,22.7,1498,89.84,5,470000
283,19,6,11,6,42000,1,1,1,25.83,1498,99.0,5,390000
285,61,17,85,6,80000,1,1,1,15.4,2179,120.0,7,920000
286,64,17,114,8,60000,1,1,1,15.1,2179,140.0,7,550000
287,38,8,97,7,45000,1,1,1,22.32,1582,126.32,5,635000
288,64,17,114,4,50000,0,1,0,16.0,2179,140.0,7,1250000
289,65,18,7,3,12000,1,4,1,24.7,796,47.3,5,300000
290,27,7,25,3,12000,1,4,0,18.0,1497,117.6,5,960000
291,78,18,98,3,15000,1,1,1,24.3,1248,88.5,5,750000
292,115,30,73,10,63000,0,4,1,16.47,1198,73.9,5,249000
293,105,28,58,3,30000,1,1,1,17.6,2179,153.86,7,1400000
294,22,6,44,10,160800,1,1,1,20.0,1399,68.0,5,250000
295,38,8,97,7,120000,1,1,1,22.32,1582,126.32,5,610000
297,20,6,38,5,78247,0,1,1,21.7,1498,98.96,5,545000
298,38,8,97,8,113000,1,1,1,22.32,1582,126.3,5,480000
299,40,8,118,7,52000,0,4,1,18.6,1197,81.83,5,395000
300,113,29,60,9,109000,0,1,1,12.99,2494,100.6,7,495000
301,34,8,54,4,90000,1,4,1,18.9,1197,82.0,5,470000
305,115,30,73,10,98000,0,1,1,22.07,1199,73.9,5,200000
306,40,8,118,5,20000,1,1,1,21.19,1396,88.73,5,699000
308,79,18,100,7,21717,1,4,1,20.51,998,67.04,5,340000
309,96,25,32,7,40000,1,1,1,20.45,1461,83.8,5,500000
310,27,7,25,4,50000,1,4,1,17.14,1497,117.6,5,1050000
311,96,25,32,5,90000,1,1,1,19.6,1461,108.45,5,600000
313,76,18,88,4,27876,0,4,1,20.4,1197,81.8,5,491000
314,51,14,79,5,56000,0,4,0,12.63,1999,177.0,5,2890000
315,39,8,117,13,57215,1,4,1,20.36,1197,78.9,5,160000
316,37,8,96,2,5400,0,4,1,18.27,998,118.35,5,985000
317,77,18,89,7,60000,1,1,1,23.4,1248,74.0,5,500000
318,108,28,91,4,24800,1,4,1,23.84,1199,84.0,5,335000
319,65,18,7,16,70000,1,4,1,19.7,796,46.3,5,85000
321,29,7,61,3,20000,0,4,0,17.1,1199,88.51,5,740000
323,76,18,88,8,34553,0,4,1,22.0,1197,81.8,5,375000
324,78,18,98,3,40000,1,1,1,24.3,1248,88.5,5,810000
325,115,30,73,11,350000,1,4,1,16.47,1198,73.9,5,173000
326,78,18,98,4,50000,1,1,1,24.3,1248,88.5,5,700000
327,58,17,62,5,70000,1,1,1,25.32,1198,77.0,6,310000
328,61,17,85,4,120000,1,1,1,15.4,1997,120.0,7,850000
329,40,8,118,8,90000,1,1,1,22.54,1396,88.76,5,285000
330,77,18,89,7,120000,1,1,1,23.4,1248,74.0,5,450000
331,32,8,30,4,80000,1,1,1,19.67,1582,126.2,5,1100000
333,61,17,85,4,30000,1,1,1,15.4,1997,120.0,7,1080000
334,27,7,25,7,66100,0,1,1,26.0,1498,98.6,5,530000
335,77,18,89,4,50000,1,1,1,28.4,1248,74.02,5,680000
336,61,17,85,4,42000,0,1,1,15.4,1997,120.0,7,1025000
337,40,8,118,4,55000,1,4,1,18.6,1197,81.83,5,650000
338,39,8,117,9,110699,0,4,1,20.36,1197,78.9,5,194000
339,66,18,13,2,5000,1,4,0,21.4,1197,83.1,5,686000
340,65,18,7,5,50000,1,4,1,22.74,796,47.3,5,200000
341,77,18,89,11,44000,0,4,1,19.1,1197,85.8,5,250000
342,78,18,98,3,90000,1,1,1,24.3,1248,88.5,5,730000
343,38,8,97,5,55000,0,4,1,17.01,1591,121.3,5,650000
344,78,18,98,4,45000,0,1,1,24.3,1248,88.5,5,790000
345,66,18,13,4,30000,1,4,1,21.4,1197,83.1,5,620000
346,38,8,97,8,50000,1,4,1,17.01,1591,121.3,5,510000
347,72,18,39,8,20000,1,4,1,15.37,1196,73.0,5,375000
349,77,18,89,4,19843,2,4,0,21.21,1197,81.8,5,620000
351,21,6,41,10,30000,1,1,0,11.4,2953,153.86,7,950000
352,113,29,60,4,52300,0,1,1,13.68,2393,147.51,7,1450000
353,27,7,25,5,40000,1,4,0,18.0,1497,117.3,5,845000
354,77,18,89,7,61500,0,1,1,23.4,1248,74.0,5,390000
355,24,7,10,6,59000,0,4,1,18.0,1198,86.7,5,395000
356,34,8,54,3,40000,1,4,1,18.9,1197,81.86,5,450000
357,1,0,5,8,60000,1,1,0,17.68,1968,174.33,5,1700000
358,34,8,54,8,61000,0,4,1,18.9,1197,82.0,5,325000
359,58,17,62,5,70000,1,1,1,25.32,1198,77.0,6,350000
360,64,17,114,8,63000,0,1,1,15.1,2179,140.0,7,650000
361,86,21,36,9,58000,0,4,1,12.3,1796,185.0,5,1250000
364,77,18,89,4,22000,1,1,1,28.4,1248,74.02,5,750000
365,27,7,25,11,57977,0,4,1,17.0,1497,118.0,5,299000
367,51,14,79,3,13000,0,4,0,12.19,1997,237.36,4,7000000
368,90,22,29,9,67000,0,4,0,17.33,1998,189.08,4,1325000
369,73,18,42,7,48242,0,1,1,20.77,1248,88.76,7,524000
370,22,6,44,9,68000,0,1,1,20.0,1399,68.05,5,169000
371,73,18,42,7,40000,1,1,1,20.77,1248,88.8,7,500000
372,3,0,74,9,98000,0,1,0,12.07,2967,241.4,7,2000000
373,77,18,89,8,113450,1,1,1,23.4,1248,74.0,5,380000
374,79,18,100,3,80000,1,4,0,20.51,998,67.0,5,400000
375,35,8,84,1,1000,0,4,0,20.3,1086,68.0,5,565000
376,79,18,100,6,20292,0,4,1,20.51,998,67.04,5,335000
377,61,17,85,11,67900,0,1,1,12.05,2179,120.0,7,300000
379,61,17,85,6,40000,0,1,1,15.4,1997,120.0,7,1051000
380,34,8,54,4,60000,1,1,1,24.0,1186,73.97,5,510000
381,97,25,64,3,25000,1,4,0,24.04,999,67.0,5,370000
382,79,18,100,15,70000,1,4,1,18.9,998,67.1,5,200000
383,66,18,13,3,21000,1,1,1,27.39,1248,74.0,5,625000
384,61,17,85,3,39000,0,1,1,16.36,2179,140.0,7,1290000
385,32,8,30,4,30000,0,4,1,15.8,1591,121.3,5,890000
386,38,8,97,9,61000,0,1,1,22.32,1582,126.3,5,420000
387,76,18,88,4,5743,2,4,1,20.4,1197,83.11,5,500000
389,34,8,54,3,24200,1,4,1,18.9,1197,81.86,5,600000
390,66,18,13,4,57000,1,1,1,27.39,1248,74.0,5,590000
391,39,8,117,10,58000,0,4,1,20.36,1197,78.9,5,190000
392,14,3,49,4,15000,1,4,1,19.44,1198,67.0,7,500000
393,67,18,23,4,10000,1,4,1,23.1,998,67.04,5,450000
396,64,17,114,6,100000,1,1,1,15.1,2179,140.0,7,650000
397,12,1,116,1,2000,0,4,0,11.29,2998,335.0,2,8250000
398,79,18,100,1,10000,1,4,1,20.52,1197,81.8,5,500000
400,65,18,7,12,43000,1,4,1,19.7,796,46.3,5,140000
401,24,7,10,8,64000,0,0,1,18.0,1198,86.7,5,349000
402,79,18,100,7,30000,1,4,1,20.51,998,67.06,5,325000
403,27,7,25,7,63000,0,4,1,17.8,1497,117.3,5,435000
404,67,18,23,3,28000,0,0,1,31.79,998,58.33,5,455000
405,51,14,79,3,25000,1,4,0,9.17,2995,335.25,7,6200000
406,27,7,25,4,32226,0,4,1,17.8,1497,117.3,5,755000
410,65,18,7,7,65000,1,4,1,23.95,998,67.05,5,245000
411,50,13,86,2,14000,0,1,1,20.8,1493,113.4,5,1350000
414,97,25,64,3,15000,1,4,0,24.04,999,67.0,5,310000
416,6,1,2,3,30000,1,4,0,14.28,1998,254.7,4,5500000
418,77,18,89,3,32000,0,1,1,19.3,1248,73.9,5,675000
419,79,18,100,2,30000,1,4,1,20.52,1197,81.8,5,500000
420,39,8,117,11,25000,1,4,1,20.36,1197,78.9,5,300000
421,61,17,85,5,35000,1,1,0,15.4,2179,120.0,7,1450000
422,61,17,85,8,140000,1,1,1,12.05,2179,120.0,8,530000
423,20,6,38,7,65597,2,1,1,22.7,1498,89.84,5,575000
424,40,8,118,4,35000,1,4,1,18.6,1197,81.83,5,550000
425,68,18,24,7,160000,1,1,1,26.21,1248,88.5,5,500000
426,66,18,13,1,7124,1,4,1,21.01,1197,81.8,5,643000
427,20,6,38,2,15000,1,4,1,18.1,999,123.24,5,1000000
430,34,8,54,5,34000,1,4,1,18.9,1197,82.0,5,550000
432,116,30,95,10,280000,1,1,1,20.54,1598,103.6,5,300000
433,109,28,92,3,40000,1,4,1,20.3,1199,84.0,5,470000
434,27,7,25,7,77000,0,1,1,26.0,1498,98.6,5,525000
435,14,3,49,4,15000,1,4,1,19.44,1198,67.0,7,469000
436,65,18,7,9,60000,1,4,1,20.92,998,67.1,5,210000
437,65,18,7,8,120000,1,4,1,22.74,796,47.3,5,200000
438,97,25,64,2,2500,1,4,1,23.01,999,67.0,5,400000
439,46,11,111,8,50000,0,1,0,16.36,2179,187.7,5,2150000
440,67,18,23,5,46500,1,4,1,23.1,998,67.04,5,340000
441,65,18,7,16,5000,1,4,1,19.7,796,46.3,5,95000
443,76,18,88,9,68000,1,1,1,22.9,1248,74.0,5,381000
444,84,21,16,10,45000,0,1,0,14.94,2143,204.0,5,775000
445,77,18,89,4,20000,1,1,1,28.4,1248,74.02,5,700000
446,68,18,24,4,106000,0,1,1,28.09,1248,88.5,5,675000
447,27,7,25,6,28000,0,4,0,18.0,1497,117.3,5,670000
448,64,17,114,3,50000,1,1,1,16.0,2179,140.0,7,1050000
450,11,1,106,2,19000,1,1,0,13.38,2993,265.0,5,7900000
451,27,7,25,10,55000,0,4,1,17.0,1497,118.0,5,360000
452,22,6,44,4,53000,1,1,1,25.83,1498,99.0,5,400000
453,38,8,97,7,89000,0,1,1,22.32,1582,126.32,5,470000
454,65,18,7,3,22000,1,4,1,24.7,796,47.3,5,304000
456,27,7,25,7,69000,0,1,1,26.0,1498,98.6,5,490000
457,61,17,85,5,155000,1,1,1,15.4,1997,120.0,7,864000
458,64,17,114,8,85000,0,1,1,16.0,2179,140.0,7,480000
460,79,18,100,2,3600,0,4,0,20.52,1197,81.8,5,575000
462,66,18,13,2,5000,1,4,0,21.4,1197,83.1,5,686000
465,113,29,60,6,143000,0,1,1,12.99,2494,100.0,7,780000
466,1,0,5,3,24000,0,1,0,17.68,1968,174.33,5,3490000
468,55,16,57,2,28000,0,1,1,17.41,1956,167.68,5,1699000
470,76,18,88,2,44000,1,1,1,28.4,1248,74.0,5,800000
471,66,18,13,3,10000,1,4,0,21.4,1197,83.1,5,680000
472,111,29,45,11,200000,1,1,1,11.5,2982,171.0,7,1200000
473,113,29,60,9,187031,0,1,1,12.99,2494,100.0,8,525000
474,20,6,38,2,22346,0,4,1,17.0,1497,121.36,5,955000
475,40,8,118,9,120000,1,1,1,21.9,1396,90.0,5,350000
476,78,18,98,1,1000,0,4,1,17.03,1462,103.26,5,800000
477,65,18,7,16,56700,1,4,1,19.7,796,46.3,5,75000
478,64,17,114,6,170000,1,1,1,16.0,2179,140.0,7,825000
479,60,17,68,2,60000,1,1,1,17.3,1497,121.0,8,1476000
480,29,7,61,3,40000,0,4,0,18.2,1199,88.7,5,670000
481,65,18,7,9,28000,0,4,1,19.7,796,46.3,5,180000
483,34,8,54,4,35000,1,4,1,18.9,1197,81.86,5,490000
484,66,18,13,4,20000,1,4,1,21.4,1197,83.1,5,550000
485,39,8,117,7,40000,1,4,1,20.36,1197,78.9,5,350000
487,113,29,60,2,35000,1,1,1,13.68,2393,147.8,8,1500000
489,22,6,44,9,74000,0,1,1,20.0,1399,68.05,5,190000
491,96,25,32,7,46500,1,1,1,20.45,1461,83.8,5,460000
492,76,18,88,2,8000,0,4,0,21.21,1197,81.8,5,650000
493,68,18,24,5,120000,1,1,1,28.09,1248,88.5,5,700000
496,76,18,88,4,34000,1,4,1,20.4,1197,81.8,5,455000
498,76,18,88,7,54000,0,4,1,22.0,1197,81.8,5,365000
500,77,18,89,7,11275,0,4,1,19.1,1197,85.8,5,470000
502,111,29,45,3,35000,0,1,0,12.9,2755,174.5,7,2950000
504,76,18,88,9,48000,1,1,1,22.9,1248,74.0,5,400000
505,96,25,32,6,68000,0,1,1,19.87,1461,83.8,5,550000
506,28,7,26,2,23000,0,4,0,13.9,1799,130.2,5,1519000
507,77,18,89,3,31500,1,1,0,28.4,1248,74.02,5,740000
512,24,7,10,8,73000,0,1,1,25.8,1498,98.6,5,325000
513,34,8,54,1,10000,1,4,0,20.7,1197,81.86,5,600000
514,24,7,10,8,208000,1,1,1,25.8,1498,98.6,5,300000
515,39,8,117,11,30000,1,4,1,20.36,1197,78.9,5,300000
516,79,18,100,5,83000,0,0,1,26.6,998,58.16,5,345000
517,61,17,85,3,60000,1,1,1,15.4,2523,75.0,7,900000
