Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
5938,40,8,118,6,64000,0,1,1,22.54,1396,88.73,5,660000
5939,40,8,118,2,20000,1,4,1,18.6,1197,81.86,5,630000
5941,77,18,89,1,22200,0,1,0,28.4,1248,74.02,5,790000
5942,29,7,61,6,82000,0,1,1,27.3,1498,98.6,5,475000
5943,24,7,10,2,8345,1,4,0,19.0,1199,88.76,5,750000
5946,76,18,88,8,54000,1,1,1,22.9,1248,74.0,5,450000
5947,34,8,54,4,37903,0,4,1,18.9,1197,81.86,5,643000
5948,67,18,23,6,71500,0,4,1,23.1,998,67.04,5,295000
5949,77,18,89,6,72000,0,1,1,26.59,1248,74.0,5,695000
5950,34,8,54,5,5000,1,1,1,24.0,1120,70.0,5,535000
5952,96,25,32,8,80000,0,1,1,19.87,1461,83.8,5,450000
5953,115,30,73,8,83500,0,1,1,15.11,1598,103.6,5,465000
5954,40,8,118,8,30000,0,1,1,21.9,1396,90.0,5,400000
5958,62,17,90,9,15000,1,1,1,18.06,2523,63.0,7,153000
5959,34,8,54,5,21689,0,4,0,18.9,1197,82.0,5,600000
5960,76,18,88,3,13300,1,4,1,22.0,1197,81.8,5,650000
5961,108,28,91,2,20000,1,4,0,23.84,1199,83.83,5,540000
5963,39,8,117,13,50000,1,4,1,20.36,1197,78.9,5,175000
5965,40,8,118,6,72000,0,1,1,22.54,1396,88.73,5,625000
5966,27,7,25,2,20000,1,4,1,17.4,1497,117.6,5,1075000
5967,39,8,117,11,48216,0,4,1,20.36,1197,78.9,5,350000
5968,38,8,97,6,115958,0,1,1,22.32,1582,126.3,5,550000
5969,39,8,117,9,36000,1,4,1,19.81,1086,68.05,5,215000
5970,40,8,118,2,6258,0,4,0,17.4,1197,81.86,5,775000
5971,22,6,44,6,120000,1,1,1,20.0,1399,68.05,5,360000
5972,115,30,73,4,25000,1,1,1,20.14,1498,88.0,5,750000
5973,96,25,32,4,80000,1,1,1,19.87,1461,83.8,5,730000
5974,40,8,118,8,62000,0,1,1,21.9,1396,88.76,5,435000
5975,64,17,114,9,138489,0,1,1,15.1,2179,140.0,7,500000
5976,76,18,88,4,21000,0,4,1,20.4,1197,83.11,5,495000
5977,58,17,62,5,30000,1,1,1,25.32,1198,77.0,6,350000
5978,76,18,88,13,85000,0,1,1,17.8,1248,75.0,5,275000
5979,57,17,14,12,15000,1,1,1,13.6,2523,63.0,7,350000
5980,65,18,7,7,80000,1,4,1,23.95,998,67.05,5,270000
5981,78,18,98,4,64500,0,1,1,24.3,1248,88.5,5,850000
5982,39,8,117,11,171289,1,4,1,20.36,1197,78.9,5,230000
5983,64,17,114,7,110000,1,1,1,15.1,2179,140.0,7,750000
5984,66,18,13,5,23243,0,4,1,21.4,1197,83.1,5,687000
5985,39,8,117,11,69000,0,4,1,20.36,1197,78.9,5,300000
5986,27,7,25,3,8600,1,4,1,17.4,1497,117.6,5,970000
5987,68,18,24,6,30000,1,1,1,28.09,1248,88.5,5,750000
5988,39,8,117,12,56700,0,4,1,20.36,1197,78.9,5,245000
5989,97,25,64,3,8000,0,4,0,24.04,999,67.0,5,430000
5991,77,18,89,3,18000,0,1,0,28.4,1248,74.02,5,775000
5993,40,8,118,2,9000,0,4,1,17.19,1197,81.86,5,675000
5994,34,8,54,5,64300,0,1,1,24.0,1120,70.0,5,425000
5996,76,18,88,6,68297,0,1,1,25.2,1248,74.0,5,650000
5997,27,7,25,3,25000,1,4,1,17.4,1497,117.6,5,1050000
5998,38,8,97,10,41600,0,4,1,16.2,1599,103.2,5,459000
5999,76,18,88,2,14000,1,4,0,21.21,1197,81.8,5,690000
6001,104,28,56,2,20000,1,1,1,17.0,1956,138.1,5,1500000
6002,113,29,60,4,14000,0,1,0,13.68,2393,147.51,7,2200000
6003,65,18,7,4,35000,1,4,1,24.7,796,47.3,5,290000
6005,79,18,100,6,62400,0,4,1,18.9,998,67.1,5,370000
6006,39,8,117,12,39054,0,4,1,19.81,1086,68.05,5,250000
6007,65,18,7,4,21444,0,4,1,24.7,796,47.3,5,311000
6008,47,12,27,3,42000,1,1,1,17.1,1956,170.0,5,1700000
6009,64,17,114,7,65436,0,1,1,15.1,2179,140.0,7,900000
6010,61,17,85,14,76600,0,1,1,10.5,2179,120.0,7,375000
6011,76,18,88,9,140000,1,1,1,22.9,1248,74.0,5,340000
6012,113,29,60,13,132838,1,1,1,12.8,2494,102.0,8,400000
6014,77,18,89,7,50000,1,1,1,23.4,1248,74.0,5,490000
6015,79,18,100,4,14000,0,4,1,21.5,1197,81.8,5,445000
6017,30,7,99,4,20000,1,4,1,17.5,1199,88.7,5,850000
6021,35,8,84,1,1780,1,4,1,20.3,1086,68.07,5,520000
6022,76,18,88,9,123000,1,1,1,22.9,1248,74.0,5,475000
6023,39,8,117,5,38156,0,4,1,19.81,1086,68.05,5,463000
6024,97,25,64,4,10000,1,4,1,23.01,999,67.0,5,400000
6025,39,8,117,6,21000,0,4,1,20.36,1197,78.9,5,365000
6026,76,18,88,8,67379,0,1,1,22.9,1248,74.0,5,380000
6027,24,7,10,3,11000,0,4,1,17.8,1198,86.7,5,690000
6029,34,8,54,4,24000,0,4,0,18.9,1197,82.0,5,499000
6031,40,8,118,5,73575,1,4,1,18.6,1197,81.83,5,450000
6032,73,18,42,3,40000,1,4,1,17.5,1373,91.1,7,650000
6033,30,7,99,3,19000,1,4,1,17.5,1199,88.7,5,835000
6034,27,7,25,3,25000,1,4,0,18.0,1497,117.6,5,940000
6035,34,8,54,6,80000,0,1,1,24.0,1120,70.0,5,520000
6036,57,17,14,8,59000,1,1,1,15.96,2523,62.1,7,651000
6037,92,23,102,10,110000,1,1,1,14.42,1995,147.6,5,1100000
6038,64,17,114,7,150000,1,1,1,15.1,2179,140.0,7,725000
6039,101,27,77,4,10000,0,4,0,14.3,1598,103.52,5,1120000
6040,66,18,13,5,72000,0,1,1,27.39,1248,74.0,5,675000
6043,102,27,87,10,75000,0,1,0,17.2,1968,138.1,5,725000
6044,40,8,118,7,75000,0,1,1,22.54,1396,88.73,5,530000
6045,113,29,60,13,185000,0,1,1,12.8,2494,102.0,7,710000
6046,40,8,118,9,72200,0,1,1,21.9,1396,90.0,5,465000
6048,64,17,114,6,70000,1,1,1,15.1,2179,140.0,7,800000
6049,40,8,118,6,18745,0,4,1,18.6,1197,81.83,5,535000
6050,20,6,38,4,120000,1,1,1,22.77,1498,98.59,5,680000
6052,79,18,100,6,20365,0,4,0,20.51,998,67.0,5,400000
6053,24,7,10,2,20000,1,4,1,19.5,1199,88.76,5,615000
6054,24,7,10,7,36001,0,1,1,25.8,1498,98.6,5,485000
6055,30,7,99,3,25000,1,1,1,25.5,1498,98.6,5,900000
6056,20,6,38,4,45400,0,4,1,18.88,999,123.24,5,700000
6057,64,17,114,11,94000,0,1,1,16.0,2179,140.0,7,695000
6058,0,0,4,6,84000,0,1,0,18.25,1968,187.74,5,1950000
6059,5,1,1,9,85000,0,1,0,18.48,1995,177.0,5,1525000
6060,27,7,25,5,65000,0,4,1,17.8,1497,117.3,5,700000
6062,77,18,89,9,153000,0,1,1,23.4,1248,74.0,5,380000
6063,61,17,85,2,40000,1,1,1,16.36,2179,120.0,7,1200000
6064,61,17,85,5,48000,0,1,1,15.4,1997,120.0,7,990000
6065,76,18,88,9,40000,1,1,1,22.9,1248,74.0,5,400000
6066,34,8,54,5,100000,1,4,1,18.9,1197,82.0,5,430000
6067,19,6,11,4,24000,0,1,1,25.83,1498,99.0,5,690000
6068,34,8,54,7,15408,0,4,1,18.9,1197,81.86,5,470000
6070,29,7,61,6,39800,0,4,1,18.7,1199,88.7,5,585000
6071,15,3,78,4,45138,0,4,1,22.5,999,67.0,5,322000
6072,111,29,45,3,60000,1,1,1,14.24,2755,174.5,7,2700000
6073,32,8,30,4,63000,1,1,1,21.38,1396,88.7,5,1100000
6074,45,11,110,4,91795,0,1,0,13.5,1999,177.0,5,2950000
6075,77,18,89,8,56000,0,4,1,19.1,1197,85.8,5,430000
6077,34,8,54,4,19000,1,4,1,18.9,1197,82.0,5,560000
6078,77,18,89,7,85000,0,1,1,23.4,1248,74.0,5,595000
6079,76,18,88,3,50000,1,1,0,28.4,1248,74.0,5,793000
6080,40,8,118,2,40000,1,1,1,22.54,1396,88.76,5,725000
6081,108,28,91,3,42000,0,4,1,23.84,1199,84.0,5,520000
6083,60,17,68,3,45906,1,1,1,17.3,1497,121.0,7,1200000
6084,40,8,118,4,39000,1,4,1,18.6,1197,81.83,5,570000
6085,77,18,89,4,70000,1,4,1,20.85,1197,83.14,5,475000
6086,106,28,70,3,30000,1,4,1,17.0,1198,108.5,5,750000
6087,77,18,89,5,29456,0,4,1,17.5,1197,85.8,5,550000
6089,30,7,99,3,33000,0,4,1,17.5,1199,88.7,5,825000
6090,57,17,14,15,120000,1,1,1,13.6,2523,63.0,7,300000
6091,39,8,117,8,60343,0,3,1,19.0,1086,68.1,5,403000
6093,113,29,60,6,192000,0,1,1,12.99,2494,100.6,8,1225000
6094,100,27,71,6,89000,0,1,0,19.3,1968,141.0,5,1295000
6096,118,31,107,8,122000,0,1,0,11.1,2400,200.0,7,2450000
6097,74,18,59,3,25000,1,4,0,20.89,1197,81.8,5,580000
6098,79,18,100,4,50000,1,4,1,20.51,998,67.04,5,380000
6099,77,18,89,4,70000,1,1,1,28.4,1248,74.02,5,690000
6101,35,8,84,10,74000,0,3,1,13.45,1086,62.1,5,250000
6104,40,8,118,9,68000,0,1,1,21.9,1396,88.8,5,370000
6105,79,18,100,13,105379,0,0,1,26.6,998,58.16,5,219000
6107,40,8,118,8,50000,1,1,1,21.9,1396,88.8,5,420000
6108,27,7,25,11,115000,1,4,1,17.0,1497,118.0,5,375000
6109,27,7,25,6,80000,0,1,1,26.0,1498,98.6,5,675000
6111,38,8,97,7,80000,1,4,0,17.1,1591,121.4,5,630000
6113,113,29,60,5,60000,1,1,0,11.36,2755,171.5,7,1800000
6114,34,8,54,3,36000,0,4,1,18.9,1197,82.0,5,540000
6115,32,8,30,2,51000,0,1,1,21.38,1396,88.7,5,1150000
6116,97,25,64,6,19000,0,4,1,20.71,799,53.26,5,335000
6117,24,7,10,1,10000,1,4,1,18.6,1199,88.76,5,680000
6118,27,7,25,6,83000,0,1,1,26.0,1498,98.6,5,675000
6119,65,18,7,15,100000,1,4,1,19.7,796,46.3,5,62000
6120,65,18,7,9,79000,0,4,1,19.7,796,46.3,5,200000
6122,107,28,83,13,150000,1,1,1,11.57,2179,138.1,7,300000
6123,116,30,95,3,33000,0,1,0,21.21,1498,103.2,5,925000
6124,27,7,25,6,120000,1,1,1,25.1,1498,98.6,5,787000
6125,77,18,89,2,11000,0,4,0,22.0,1197,81.8,5,700000
6126,66,18,13,2,16780,0,4,1,21.01,1197,81.8,5,695000
6127,34,8,54,2,5000,1,1,1,24.0,1186,73.97,5,590000
6129,24,7,10,5,62156,0,1,1,25.8,1498,98.6,5,500000
6132,38,8,97,3,30000,1,4,1,17.0,1591,121.3,5,850000
6133,40,8,118,7,75000,0,1,1,23.0,1396,90.0,5,600000
6134,79,18,100,6,17205,0,4,1,20.51,998,67.04,5,400000
6136,79,18,100,9,83000,0,4,1,18.9,998,67.1,5,285000
6137,79,18,100,7,50000,1,4,1,20.51,998,67.04,5,351000
6138,35,8,84,2,7395,0,4,1,20.3,1086,68.0,5,480000
6140,67,18,23,3,10000,1,4,0,21.63,998,67.0,5,510000
6141,66,18,13,5,60150,0,4,1,21.01,1197,81.8,5,600000
6143,76,18,88,4,50000,0,1,1,28.4,1248,74.0,5,680000
6144,57,17,14,14,120000,1,1,1,13.6,2523,63.0,8,190000
6145,20,6,38,7,40000,1,4,1,15.8,1499,110.0,5,500000
6147,38,8,97,7,67500,0,1,1,22.32,1582,126.32,5,685000
6148,34,8,54,4,35000,1,4,1,18.9,1197,81.86,5,510000
6150,76,18,88,6,178000,1,1,1,25.2,1248,74.0,5,530000
6151,77,18,89,5,50000,1,1,1,26.59,1248,74.0,5,600000
6152,40,8,118,7,64000,0,1,1,22.54,1396,88.73,5,540000
6153,79,18,100,16,90000,1,4,1,14.0,1061,64.0,5,115000
6155,0,0,4,8,80000,1,4,0,15.64,1798,167.62,5,1485000
6157,27,7,25,7,99000,0,1,1,25.1,1498,98.6,5,649000
6158,38,8,97,9,100000,1,1,1,22.32,1582,126.3,5,360000
6159,77,18,89,3,52300,0,1,1,26.59,1248,74.0,5,660000
6160,67,18,23,6,23121,0,4,0,23.1,998,67.04,5,461000
6161,27,7,25,8,52438,0,4,1,16.9,1497,100.0,5,420000
6162,65,18,7,4,27265,0,4,0,23.95,998,67.1,5,371000
6163,77,18,89,4,120000,1,0,1,19.0,1197,85.8,5,525000
6164,79,18,100,3,2000,0,4,1,20.51,998,67.06,5,450000
6165,77,18,89,12,38000,1,4,1,17.5,1197,85.8,5,249000
6166,65,18,7,4,23701,0,4,1,24.7,796,47.3,5,312000
6167,40,8,118,3,53861,0,1,1,23.0,1396,90.0,5,832000
6168,38,8,97,13,85753,0,1,1,18.1,1493,110.0,5,250000
6171,34,8,54,4,31734,0,4,1,18.9,1197,81.86,5,578000
6172,68,18,24,6,70000,1,1,1,28.09,1248,88.5,5,475000
6174,34,8,54,8,58000,0,1,1,24.0,1120,70.0,5,399000
6175,32,8,30,4,41275,0,4,0,13.0,1591,121.3,5,1150000
6176,75,18,81,1,4500,1,4,1,21.7,998,67.0,5,550000
6180,114,29,115,2,19000,0,4,0,17.8,1496,105.5,5,1042000
6182,65,18,7,10,50000,1,4,1,20.92,998,67.1,5,230000
6183,97,25,64,3,29000,0,4,1,23.01,999,67.0,5,370000
6184,115,30,73,8,113566,0,1,1,22.07,1199,73.9,5,415000
6185,27,7,25,2,12000,0,1,1,25.6,1498,97.9,5,1080000
6186,111,29,45,3,9000,0,1,0,12.9,2755,174.5,7,3400000
6187,79,18,100,6,38700,0,4,1,18.9,998,67.1,5,375000
6188,115,30,73,9,92000,0,1,1,22.07,1199,73.9,5,385000
6189,106,28,70,2,10700,1,4,1,17.0,1198,108.5,5,920000
6190,27,7,25,6,84000,0,4,1,17.4,1497,117.3,5,675000
6192,72,18,39,9,72422,0,4,1,15.37,1196,73.0,7,290000
6193,113,29,60,8,126000,1,1,1,12.99,2494,100.0,8,800000
6194,64,17,114,3,23000,1,1,1,15.1,2179,155.0,7,1600000
6195,65,18,7,14,60235,0,4,1,19.7,796,46.3,5,100000
6198,77,18,89,11,110000,1,1,1,19.3,1248,73.9,5,280000
6199,113,29,60,10,76325,0,1,1,12.8,2494,102.0,7,560000
6200,39,8,117,9,32000,0,4,1,19.81,1086,68.05,5,290000
6201,78,18,98,3,105000,0,1,1,24.3,1248,88.5,5,825000
6203,100,27,71,6,99000,0,1,0,19.3,1968,141.0,5,1399000
6204,79,18,100,12,48001,0,4,1,18.9,998,67.1,5,219000
6205,34,8,54,4,50000,1,1,1,24.0,1186,73.97,5,425000
6206,1,0,5,5,16000,0,1,0,17.68,1968,174.33,5,3300000
6207,106,28,70,4,35000,1,1,1,21.5,1497,108.5,5,900000
6208,40,8,118,5,50000,1,4,1,18.6,1197,81.83,5,585000
6209,40,8,118,5,70000,1,1,1,22.54,1396,88.73,5,610000
6213,79,18,100,8,35000,1,4,1,18.9,998,67.1,5,250000
6214,29,7,61,6,40569,0,4,1,18.7,1199,88.7,5,495000
6216,61,17,85,2,90000,1,1,1,15.4,2523,75.0,7,800000
6217,32,8,30,5,110000,1,1,0,17.01,1582,126.2,5,1050000
6218,66,18,13,4,60881,0,1,1,27.39,1248,74.0,5,730000
6219,97,25,64,5,32736,0,4,1,23.01,999,67.0,5,310000
6220,101,27,77,9,72500,0,1,1,20.5,1598,103.5,5,295000
6221,76,18,88,8,275000,1,1,1,22.9,1248,74.0,5,400000
6222,27,7,25,7,35001,2,4,1,17.4,1497,117.3,5,675000
6223,72,18,39,5,15000,1,4,1,15.37,1196,73.0,5,350000
6224,72,18,39,3,59000,1,4,1,15.37,1196,73.0,7,360000
6225,34,8,54,7,151315,0,1,1,24.0,1120,70.0,5,300000
6226,78,18,98,4,61000,0,1,1,24.3,1248,88.5,5,841000
6227,0,0,4,10,38000,0,1,0,16.55,1968,140.0,5,1500000
6228,39,8,117,13,80000,1,4,1,20.36,1197,78.9,5,150000
6230,39,8,117,11,56000,0,4,1,20.36,1197,78.9,5,375000
6231,97,25,64,4,60000,1,4,1,23.01,999,67.0,5,350000
6232,65,18,7,8,180000,1,4,1,22.74,796,47.3,5,180000
6233,40,8,118,11,49011,0,4,1,17.0,1197,80.0,5,385000
6235,22,6,44,7,48000,0,1,1,20.0,1399,68.05,5,450000
6236,76,18,88,9,68000,0,1,1,22.9,1248,74.0,5,390000
6238,65,18,7,6,105610,0,4,1,22.74,796,47.3,5,250000
6239,57,17,14,4,70000,1,1,1,16.5,1493,70.0,7,650000
6240,79,18,100,12,113343,0,4,1,18.9,1061,67.0,5,178000
6241,4,1,0,12,64495,0,1,0,16.07,1995,181.0,5,850000
6243,67,18,23,7,49000,0,4,0,23.1,998,67.04,5,335000
6244,40,8,118,5,63669,2,4,1,18.6,1197,81.83,5,645000
6245,57,17,14,11,199900,1,1,1,13.6,2523,63.0,7,350000
6247,113,29,60,10,103000,0,0,1,12.4,1998,132.0,8,1080000
6249,62,17,90,4,38860,0,1,1,16.55,2498,105.0,6,875000
6250,40,8,118,3,8000,0,4,1,18.6,1197,81.83,5,775000
6251,77,18,89,3,6500,1,4,0,21.21,1197,81.8,5,725000
6252,34,8,54,7,90000,1,4,1,18.9,1197,82.0,5,300000
6253,24,7,10,3,68000,0,1,1,24.7,1498,98.63,5,540000
6254,22,6,44,2,31000,1,4,1,18.16,1196,86.8,5,525000
6255,29,7,61,5,84000,0,4,1,18.2,1199,88.7,5,565000
6257,77,18,89,4,60852,0,1,1,19.3,1248,73.9,5,725000
6258,38,8,97,9,76800,0,1,1,22.32,1582,126.3,5,450000
6259,34,8,54,6,29751,0,4,1,18.9,1197,82.0,5,512000
6260,79,18,100,2,40000,1,4,1,21.79,998,67.05,5,450000
6261,90,22,29,7,21800,0,4,0,15.6,1598,120.7,5,2000000
6262,32,8,30,4,48001,0,1,1,21.38,1396,88.7,5,1025000
6263,76,18,88,4,55000,1,1,1,25.2,1248,74.0,5,545000
6264,22,6,44,11,68176,0,1,1,20.0,1399,68.05,5,275000
6265,75,18,81,1,2000,1,4,1,21.7,998,67.0,5,450000
6266,91,23,65,2,40000,1,1,1,19.39,1461,108.0,5,1200000
6267,40,8,118,5,40000,1,4,1,18.6,1197,81.83,5,500000
6268,22,6,44,11,51060,0,1,1,20.0,1399,68.0,5,280000
6269,32,8,30,3,20000,1,1,1,19.67,1582,126.2,5,1100000
6270,96,25,32,6,159000,1,1,1,19.01,1461,108.45,5,625000
6271,73,18,42,2,32000,0,4,0,18.69,1462,103.0,7,975000
6272,79,18,100,5,10000,1,4,1,20.51,998,67.04,5,400000
6273,47,12,27,4,54000,1,1,1,17.1,1956,170.0,5,1500000
6274,34,8,54,6,110000,1,1,1,24.0,1120,70.0,5,380000
6275,38,8,97,3,37000,0,4,1,17.01,1591,121.3,5,990000
6276,97,25,64,5,54701,0,4,1,23.01,999,67.0,5,260000
6277,65,18,7,11,70000,1,4,1,19.7,796,46.3,5,135000
6279,64,17,114,9,87500,1,1,1,15.1,2179,140.0,7,600000
6280,77,18,89,3,70000,1,1,0,28.4,1248,74.02,5,800000
6281,96,25,32,7,49000,1,1,1,19.01,1461,108.45,5,550000
6282,30,7,99,4,70000,1,1,1,25.5,1498,98.6,5,760000
6283,40,8,118,10,111000,0,1,1,23.0,1396,90.0,5,399000
6286,40,8,118,12,11638,0,4,1,20.35,1197,81.86,5,300000
6287,79,18,100,2,9605,0,4,1,20.52,1197,81.8,5,500000
6288,97,25,64,5,58000,0,4,1,23.01,999,67.0,5,345000
6289,59,17,63,3,22000,1,4,1,18.15,1198,82.0,6,450000
6290,60,17,68,1,20000,1,1,1,17.3,1497,121.0,7,950000
6291,32,8,30,3,70000,1,1,1,22.1,1396,88.7,5,998000
6292,66,18,13,1,30000,1,4,0,19.56,1197,81.8,5,890000
6295,115,30,73,5,146000,1,4,1,18.78,1198,74.0,5,350000
6296,22,6,44,4,40000,1,1,1,24.29,1498,99.0,5,580000
6297,34,8,54,5,30000,1,4,1,18.9,1197,82.0,5,550000
6298,114,29,115,3,30000,1,4,0,17.8,1496,105.5,5,1300000
6299,38,8,97,4,28000,0,4,0,17.0,1591,121.3,5,1090000
6301,4,1,0,10,90000,0,1,0,16.07,1995,181.0,5,895000
6302,57,17,14,14,110000,1,1,1,13.6,2523,63.0,7,250000
6303,20,6,38,6,27000,0,4,0,15.63,1499,110.4,5,750000
6304,24,7,10,6,40000,1,4,1,18.0,1198,86.7,5,450000
6305,77,18,89,11,60000,1,1,1,19.3,1248,73.9,5,310000
6307,40,8,118,6,27452,0,4,1,18.6,1197,81.83,5,540000
6308,57,17,14,8,75000,1,1,1,15.96,2523,62.1,7,521000
6310,65,18,7,6,18604,0,4,1,22.74,796,47.3,5,310000
6311,78,18,98,3,48000,0,1,1,24.3,1248,88.5,5,855000
6312,62,17,90,6,36000,0,1,1,18.06,2523,63.0,7,725000
6313,76,18,88,6,87020,0,4,1,21.21,1197,81.8,5,550000
6315,61,17,85,11,95000,1,1,0,11.79,2179,120.0,8,500000
6316,113,29,60,8,170000,1,1,1,12.99,2494,100.6,7,700000
6317,65,18,7,9,32103,0,4,1,20.92,998,67.1,5,245000
6318,40,8,118,11,72240,1,4,1,17.0,1197,80.0,5,350000
6320,39,8,117,10,66000,0,4,1,20.36,1197,78.9,5,285000
6321,19,6,11,4,90000,1,1,1,25.83,1498,99.0,5,530000
6322,77,18,89,8,82000,0,1,1,19.3,1248,73.9,5,489000
6323,96,25,32,5,123000,1,1,1,19.64,1461,108.45,5,650000
6324,40,8,118,7,75000,0,1,1,22.54,1396,88.73,5,499000
6325,115,30,73,9,72000,0,4,1,16.47,1198,73.9,5,311000
6326,39,8,117,11,50000,0,4,0,16.95,1197,78.9,5,350000
6327,111,29,45,4,30000,1,1,0,15.04,2755,174.5,7,3300000
6328,0,0,4,8,55500,0,1,0,15.2,1968,140.8,5,1500000
6329,113,29,60,5,100000,1,1,1,13.68,2393,147.8,8,1600000
6330,77,18,89,4,32000,0,1,0,28.4,1248,74.02,5,785000
6333,77,18,89,3,18000,0,4,0,21.21,1197,81.8,5,750000
6334,72,18,39,5,15000,1,4,1,15.37,1196,73.0,7,350000
6336,40,8,118,7,40000,1,4,1,18.6,1197,81.83,5,460000
6338,40,8,118,2,11972,0,4,1,18.6,1197,81.83,5,635000
6339,61,17,85,9,212000,1,1,0,11.79,2179,120.0,8,450000
6341,77,18,89,4,56000,0,1,1,26.59,1248,74.0,5,651000
6343,34,8,54,7,95094,0,1,1,24.0,1120,70.0,5,395000
6344,76,18,88,11,74000,0,1,1,28.4,1248,74.0,5,340000
6345,77,18,89,4,48300,1,1,1,28.4,1248,74.02,5,350000
6347,57,17,14,10,95000,1,1,1,13.6,2523,63.0,7,330000
6348,96,25,32,6,30000,1,1,1,20.45,1461,83.8,5,800000
6349,72,18,39,2,25000,1,4,1,15.37,1196,73.0,5,370000
6352,77,18,89,8,105000,1,4,1,19.1,1197,85.8,5,400000
6353,22,6,44,9,90000,1,1,1,20.0,1399,68.0,5,280000
6354,116,30,95,6,50000,0,1,1,22.27,1498,108.6,5,550000
6355,77,18,89,8,56000,1,1,1,19.3,1248,73.9,5,520000
6356,77,18,89,5,110000,1,1,1,26.59,1248,74.0,5,535000
6357,76,18,88,6,50000,1,4,1,20.4,1197,81.8,5,450000
6358,65,18,7,5,25000,0,4,0,23.95,998,67.05,5,415000
6359,29,7,61,5,46858,0,4,0,19.0,1199,88.7,5,725000
6360,107,28,83,12,80000,1,1,1,13.93,2179,138.0,7,265000
6361,20,6,38,6,67300,1,4,1,15.85,1499,110.4,5,600000
6362,34,8,54,8,65000,0,1,1,24.0,1120,70.0,5,348000
6364,77,18,89,3,48000,0,4,0,21.21,1197,81.8,5,765000
6365,77,18,89,7,36658,0,1,1,23.4,1248,74.0,5,590000
6366,27,7,25,5,14000,1,4,0,18.0,1497,117.3,5,850000
6368,38,8,97,9,57400,0,1,1,16.8,1493,110.0,5,525000
6370,76,18,88,5,90000,1,4,1,20.4,1197,81.8,5,500000
6371,65,18,7,2,32895,0,4,1,22.05,796,47.3,5,300000
6373,113,29,60,7,120000,1,1,1,12.99,2494,100.6,7,925000
6374,76,18,88,7,16000,1,1,1,25.2,1248,74.0,5,500000
6375,77,18,89,11,35966,0,4,1,17.5,1298,85.8,5,260000
6376,96,25,32,4,50000,1,1,1,19.87,1461,83.8,5,750000
6378,40,8,118,4,27240,0,4,1,17.19,1197,81.86,5,642000
6379,65,18,7,7,45075,0,4,1,22.74,796,47.3,5,255000
6381,97,25,64,3,7300,1,4,1,25.17,799,53.3,5,330000
6382,40,8,118,5,40000,1,4,1,17.19,1197,81.86,5,500000
6384,113,29,60,8,150000,0,1,1,12.8,2494,102.0,8,1190000
6387,115,30,73,9,70000,1,1,1,22.07,1199,73.9,5,425000
6388,107,28,83,8,158000,0,1,1,14.0,2179,138.1,7,470000
6389,64,17,114,5,80000,0,1,0,16.0,2179,140.0,7,1050000
6390,111,29,45,9,147550,0,1,1,13.0,2982,168.5,7,1400000
6393,96,25,32,8,80000,1,1,1,19.01,1461,108.45,5,550000
6394,93,24,22,6,38000,0,1,0,13.5,2967,240.0,5,6300000
6395,113,29,60,5,46000,1,1,0,11.36,2755,171.5,7,1550000
6396,65,18,7,5,15000,1,4,1,22.74,796,47.3,5,295000
6398,86,21,36,12,107742,0,1,0,11.0,2987,198.5,5,1175000
6399,61,17,85,4,58446,0,1,1,15.4,2179,120.0,7,900000
6400,27,7,25,7,68000,0,1,1,25.1,1498,98.6,5,645000
6402,38,8,97,4,41000,0,1,1,23.9,1582,126.2,5,835000
6403,15,3,78,3,20000,1,4,1,22.7,799,53.64,5,425000
6404,57,17,14,2,35000,1,1,1,15.96,2523,63.0,9,870000
6405,39,8,117,9,36834,0,4,1,20.36,1197,78.9,5,365000
6406,2,0,6,6,25000,0,1,0,11.8,2967,246.7,5,5500000
6408,39,8,117,11,70000,1,4,1,20.36,1197,78.9,5,225000
6409,79,18,100,5,48000,0,4,1,18.9,998,67.1,5,425000
6410,40,8,118,7,60000,1,1,1,22.54,1396,88.73,5,450000
6411,32,8,30,3,100000,1,1,1,22.1,1396,88.7,5,890000
6412,96,25,32,7,90000,1,1,1,20.45,1461,83.8,5,450000
6414,68,18,24,4,57000,0,1,1,28.09,1248,88.5,5,720000
6415,76,18,88,7,70000,1,4,1,18.6,1197,85.8,5,370000
6417,38,8,97,7,100000,1,1,1,24.8,1396,88.7,5,700000
6419,66,18,13,4,110000,1,4,1,21.4,1197,83.1,5,550000
6420,113,29,60,7,100000,1,1,1,12.99,2494,100.6,7,1011000
6421,42,10,31,3,120000,1,1,1,12.4,2499,134.0,5,1200000
6422,116,30,95,7,69264,0,1,0,21.21,1498,103.2,5,480000
6423,1,0,5,5,35000,0,1,0,18.53,1968,187.74,5,3000000
6426,77,18,89,11,50000,1,1,1,19.3,1248,73.9,5,300000
6427,64,17,114,6,35000,1,1,1,15.1,2179,140.0,7,1100000
6430,57,17,14,5,120000,1,1,1,15.96,2523,62.1,9,600000
6431,79,18,100,12,85281,0,4,1,18.9,998,67.1,5,210000
6432,28,7,26,2,13989,0,4,0,16.5,1799,139.46,5,2150000
6434,76,18,88,8,75486,0,1,1,28.4,1248,74.0,5,455000
6435,20,6,38,4,39000,0,1,1,22.77,1498,98.59,5,835000
6436,40,8,118,9,50000,0,4,1,17.0,1197,80.0,5,435000
